CustomerID,Recency,Frequency,Monetary,cluster,SegmentRecency,SegmentMonetary,SegmentFrequency
15320,44,1,267.13,Silver,Warm,Low,Low
15321,71,3,2748.31,Silver,Warm,High,Medium
15322,86,1,679.68,Silver,Warm,Medium,Low
15325,104,1,161.74,Silver,Cool,Low,Low
15326,334,1,311.71,Bronze,Inactive,Low,Low
15327,53,1,208.75,Silver,Warm,Low,Low
15329,39,3,1049.7,Silver,Warm,Medium,Medium
15330,32,2,714.96,Silver,Warm,Medium,Low
15332,366,4,1661.06,Bronze,Inactive,High,Medium
15333,208,1,1028.56,Bronze,Inactive,Medium,Low
15334,157,3,350.82,Bronze,Cool,Low,Medium
15335,54,1,170.22,Silver,Warm,Low,Low
15339,66,2,574.07,Silver,Warm,Medium,Low
15341,81,1,2020.52,Silver,Warm,High,Low
15342,130,1,406.09,Silver,Cool,Medium,Low
15343,87,1,364.5,Silver,Warm,Low,Low
15344,1,3,563.94,Silver,Active,Medium,Medium
15345,46,1,393.54,Silver,Warm,Medium,Low
15346,333,1,252.42000000000002,Bronze,Inactive,Low,Low
15347,366,1,201.60000000000002,Bronze,Inactive,Low,Low
15348,72,1,158.04,Silver,Warm,Low,Low
15349,158,2,463.90999999999997,Bronze,Cool,Medium,Low
15350,373,1,115.65,Bronze,Inactive,Low,Low
15351,12,7,1934.66,Silver,Active,High,High
15353,255,2,770.12,Bronze,Inactive,Medium,Low
15355,29,2,277.05,Silver,Active,Low,Low
15356,31,10,2718.03,Silver,Warm,High,High
15358,5,22,8347.2,Gold,Active,High,High
15360,40,1,427.93,Silver,Warm,Medium,Low
15361,362,1,418.92,Bronze,Inactive,Medium,Low
15363,373,1,326.0,Bronze,Inactive,Low,Low
15364,96,2,913.19,Silver,Cool,Medium,Low
15365,26,7,2314.32,Silver,Active,High,High
15366,75,2,602.51,Silver,Warm,Medium,Low
15367,57,4,1877.59,Silver,Warm,High,Medium
15368,21,1,446.94000000000005,Silver,Active,Medium,Low
15370,41,7,2386.05,Silver,Warm,High,High
15372,137,1,2007.3999999999999,Silver,Cool,High,Low
15373,8,12,2415.91,Silver,Active,High,High
15374,129,1,168.0,Silver,Cool,Low,Low
15376,40,3,1221.56,Silver,Warm,High,Medium
15379,169,7,3703.29,Bronze,Cool,High,High
15380,9,5,1690.2600000000002,Silver,Active,High,Medium
15381,214,2,596.85,Bronze,Inactive,Medium,Low
15382,15,6,5955.71,Silver,Active,High,High
15384,170,2,642.41,Bronze,Cool,Medium,Low
15385,40,1,316.88,Silver,Warm,Low,Low
15386,186,1,394.14,Bronze,Inactive,Medium,Low
15388,270,1,140.54,Bronze,Inactive,Low,Low
15389,172,1,500.0,Bronze,Cool,Medium,Low
15392,5,4,1535.53,Silver,Active,High,Medium
15393,16,2,231.86,Silver,Active,Low,Low
15394,10,4,2183.54,Silver,Active,High,Medium
15395,326,1,107.45,Bronze,Inactive,Low,Low
15396,113,1,288.18,Silver,Cool,Low,Low
15397,290,1,94.0,Bronze,Inactive,Low,Low
15398,16,2,1345.53,Silver,Active,High,Low
15399,1,3,815.77,Silver,Active,Medium,Medium
15400,92,5,716.2,Silver,Cool,Medium,Medium
15402,149,2,626.77,Bronze,Cool,Medium,Low
15405,189,1,349.1,Bronze,Inactive,Low,Low
15406,31,2,510.71000000000004,Silver,Warm,Medium,Low
15407,34,4,1046.74,Silver,Warm,Medium,Medium
15408,264,1,267.18,Bronze,Inactive,Low,Low
15410,84,8,3450.84,Silver,Warm,High,High
15411,26,4,1348.93,Silver,Active,High,Medium
15412,171,1,190.53,Bronze,Cool,Low,Low
15414,10,3,774.9000000000001,Silver,Active,Medium,Medium
15415,313,1,559.61,Bronze,Inactive,Medium,Low
15416,65,4,3984.32,Silver,Warm,High,Medium
15417,85,1,508.8,Silver,Warm,Medium,Low
15419,25,1,135.86,Silver,Active,Low,Low
15421,59,4,950.36,Silver,Warm,Medium,Medium
15422,323,2,97.7,Bronze,Inactive,Low,Low
15423,38,1,43.5,Silver,Warm,Low,Low
15424,254,2,383.34,Bronze,Inactive,Low,Low
15426,19,5,1404.07,Silver,Active,High,Medium
15427,33,3,1430.54,Silver,Warm,High,Medium
15428,15,1,93.78,Silver,Active,Low,Low
15429,27,2,397.35,Silver,Active,Medium,Low
15432,23,1,171.19,Silver,Active,Low,Low
15433,214,2,533.3,Bronze,Inactive,Medium,Low
15434,8,5,1041.48,Silver,Active,Medium,Medium
15435,22,1,149.29,Silver,Active,Low,Low
15436,12,3,1067.75,Silver,Active,Medium,Medium
15437,262,1,200.16,Bronze,Inactive,Low,Low
15438,131,1,156.57999999999998,Silver,Cool,Low,Low
15440,55,3,383.68,Silver,Warm,Low,Medium
15442,249,1,594.0,Bronze,Inactive,Medium,Low
15443,2,7,3213.59,Silver,Active,High,High
15444,9,2,1411.21,Silver,Active,High,Low
15445,264,1,113.5,Bronze,Inactive,Low,Low
15447,331,1,155.17,Bronze,Inactive,Low,Low
15448,313,1,494.64,Bronze,Inactive,Medium,Low
15449,26,3,974.52,Silver,Active,Medium,Medium
15450,30,1,429.84,Silver,Warm,Medium,Low
15452,30,3,528.48,Silver,Warm,Medium,Medium
15453,2,7,1371.77,Silver,Active,High,High
15454,362,1,179.1,Bronze,Inactive,Low,Low
15456,283,3,434.59000000000003,Bronze,Inactive,Medium,Medium
15457,262,1,237.07,Bronze,Inactive,Low,Low
15458,25,1,161.64,Silver,Active,Low,Low
15460,354,1,214.26,Bronze,Inactive,Low,Low
15462,94,3,234.6,Silver,Cool,Low,Medium
15463,29,1,126.14,Silver,Active,Low,Low
15464,338,1,1044.65,Bronze,Inactive,Medium,Low
15465,20,18,7354.62,Gold,Active,High,High
15466,85,1,334.53,Silver,Warm,Low,Low
15467,9,3,524.88,Silver,Active,Medium,Medium
15468,51,2,467.51,Silver,Warm,Medium,Low
15469,50,2,538.55,Silver,Warm,Medium,Low
15471,2,1,454.48,Silver,Active,Medium,Low
15472,113,1,371.56,Silver,Cool,Low,Low
15473,14,7,1771.2,Silver,Active,High,High
15475,77,1,454.10999999999996,Silver,Warm,Medium,Low
15478,40,2,1399.92,Silver,Warm,High,Low
15480,116,1,905.5,Silver,Cool,Medium,Low
15482,16,12,10879.76,Gold,Active,High,High
15483,161,4,225.26,Bronze,Cool,Low,Medium
15484,1,4,3590.41,Silver,Active,High,Medium
15485,30,3,2564.5,Silver,Warm,High,Medium
15488,93,1,91.32000000000001,Silver,Cool,Low,Low
15489,23,3,1134.28,Silver,Active,Medium,Medium
15491,95,6,3100.09,Silver,Cool,High,High
15492,28,2,659.4599999999999,Silver,Active,Medium,Low
15493,33,5,1953.41,Silver,Warm,High,Medium
15494,21,2,1280.58,Silver,Active,High,Low
15497,18,2,1262.2,Silver,Active,High,Low
15498,3,27,13316.4,Gold,Active,High,High
15500,8,4,1131.56,Silver,Active,Medium,Medium
15502,16,12,10384.93,Gold,Active,High,High
15503,363,1,141.04,Bronze,Inactive,Low,Low
15504,81,1,52.83,Silver,Warm,Low,Low
15505,53,5,3610.96,Silver,Warm,High,Medium
15506,23,3,972.08,Silver,Active,Medium,Medium
15507,172,1,475.86,Bronze,Cool,Medium,Low
15508,189,6,1000.27,Bronze,Inactive,Medium,High
15510,331,1,250.0,Bronze,Inactive,Low,Low
15511,12,5,900.53,Silver,Active,Medium,Medium
15512,156,2,121.0,Bronze,Cool,Low,Low
15513,33,19,14758.220000000001,Gold,Warm,High,High
15514,12,11,4023.7200000000003,Silver,Active,High,High
15516,45,3,62.43,Silver,Warm,Low,Medium
15517,233,1,267.03,Bronze,Inactive,Low,Low
15518,64,8,1921.55,Silver,Warm,High,High
15520,2,1,343.5,Silver,Active,Low,Low
15521,40,8,3000.2,Silver,Warm,High,High
15522,33,2,397.99,Silver,Warm,Medium,Low
15523,84,1,412.01000000000005,Silver,Warm,Medium,Low
15524,25,1,440.0,Silver,Active,Medium,Low
15525,2,3,734.37,Silver,Active,Medium,Medium
15526,33,2,148.44,Silver,Warm,Low,Low
15527,19,8,2428.53,Silver,Active,High,High
15528,254,1,229.33,Bronze,Inactive,Low,Low
15529,23,11,3962.6,Silver,Active,High,High
15530,22,4,1497.31,Silver,Active,High,Medium
15531,8,2,1972.39,Silver,Active,High,Low
15532,25,4,1564.73,Silver,Active,High,Medium
15533,19,3,807.57,Silver,Active,Medium,Medium
15535,173,4,502.9,Bronze,Cool,Medium,Medium
15537,163,1,110.92,Bronze,Cool,Low,Low
15539,7,1,538.46,Silver,Active,Medium,Low
15540,11,1,213.3,Silver,Active,Low,Low
15541,114,1,85.13000000000001,Silver,Cool,Low,Low
15543,288,1,127.86,Bronze,Inactive,Low,Low
15544,9,9,3546.71,Silver,Active,High,High
15545,54,2,288.96999999999997,Silver,Warm,Low,Low
15547,7,14,4910.6,Gold,Active,High,High
15549,77,3,1681.46,Silver,Warm,High,Medium
15550,4,4,575.63,Silver,Active,Medium,Medium
15551,37,1,436.06,Silver,Warm,Medium,Low
15552,217,1,90.12,Bronze,Inactive,Low,Low
15553,60,1,428.93,Silver,Warm,Medium,Low
15554,278,1,217.2,Bronze,Inactive,Low,Low
15555,12,16,4794.86,Gold,Active,High,High
15556,24,1,279.77,Silver,Active,Low,Low
15557,29,1,468.91,Silver,Active,Medium,Low
15561,12,4,800.59,Silver,Active,Medium,Medium
15562,352,1,134.55,Bronze,Inactive,Low,Low
15563,22,4,1400.44,Silver,Active,High,Medium
15565,50,2,173.16,Silver,Warm,Low,Low
15567,19,1,186.01,Silver,Active,Low,Low
15568,3,3,758.29,Silver,Active,Medium,Medium
15569,104,5,1375.71,Silver,Cool,High,Medium
15570,7,12,4148.82,Silver,Active,High,High
15571,12,4,650.4300000000001,Silver,Active,Medium,Medium
15572,5,7,2533.42,Silver,Active,High,High
15573,32,2,591.1899999999999,Silver,Warm,Medium,Low
15574,178,4,675.64,Bronze,Cool,Medium,Medium
15576,38,1,921.37,Silver,Warm,Medium,Low
15577,151,3,258.88,Bronze,Cool,Low,Medium
15578,162,1,127.1,Bronze,Cool,Low,Low
15579,69,2,327.6,Silver,Warm,Low,Low
15581,121,13,3675.77,Silver,Cool,High,High
15582,25,3,682.9100000000001,Silver,Active,Medium,Medium
15584,24,4,720.86,Silver,Active,Medium,Medium
15585,177,1,455.3,Bronze,Cool,Medium,Low
15587,50,4,913.6800000000001,Silver,Warm,Medium,Medium
15589,256,3,478.53000000000003,Bronze,Inactive,Medium,Medium
15592,47,1,388.58,Silver,Warm,Medium,Low
15593,71,1,199.8,Silver,Warm,Low,Low
15594,16,5,1771.78,Silver,Active,High,Medium
15596,101,5,1406.59,Silver,Cool,High,Medium
15597,35,1,324.57,Silver,Warm,Low,Low
15598,53,1,240.68,Silver,Warm,Low,Low
15599,27,2,761.74,Silver,Active,Medium,Low
15601,11,14,6776.56,Gold,Active,High,High
15602,8,9,1297.8700000000001,Silver,Active,High,High
15603,79,1,48.480000000000004,Silver,Warm,Low,Low
15604,52,1,216.39,Silver,Warm,Low,Low
15605,36,5,1198.23,Silver,Warm,High,Medium
15606,61,9,2920.16,Silver,Warm,High,High
15607,337,1,104.76,Bronze,Inactive,Low,Low
15608,28,4,1093.68,Silver,Active,Medium,Medium
15609,184,1,298.48,Bronze,Inactive,Low,Low
15610,52,1,112.46000000000001,Silver,Warm,Low,Low
15611,10,13,1591.45,Silver,Active,High,High
15612,36,2,195.15,Silver,Warm,Low,Low
15615,10,23,10399.74,Gold,Active,High,High
15618,33,4,776.851,Silver,Warm,Medium,Medium
15619,11,1,336.40000000000003,Silver,Active,Low,Low
15620,57,3,1553.18,Silver,Warm,High,Medium
15621,4,4,1293.03,Silver,Active,High,Medium
15622,43,9,3709.56,Silver,Warm,High,High
15623,141,1,301.03,Silver,Cool,Low,Low
15624,117,4,588.13,Silver,Cool,Medium,Medium
15625,104,4,1534.26,Silver,Cool,High,Medium
15626,75,2,675.8,Silver,Warm,Medium,Low
15628,5,9,2870.2400000000002,Silver,Active,High,High
15630,45,2,1186.35,Silver,Warm,Medium,Low
15632,16,8,3285.31,Silver,Active,High,High
15634,17,1,243.55,Silver,Active,Low,Low
15636,90,2,724.76,Silver,Cool,Medium,Low
15637,53,1,223.36,Silver,Warm,Low,Low
15639,134,1,425.32,Silver,Cool,Medium,Low
15640,4,15,12416.11,Gold,Active,High,High
15641,105,4,1887.2,Silver,Cool,High,Medium
15643,192,3,664.0,Bronze,Inactive,Medium,Medium
15644,166,4,803.54,Bronze,Cool,Medium,Medium
15645,19,1,612.01,Silver,Active,Medium,Low
15646,158,3,447.64000000000004,Bronze,Cool,Medium,Medium
15648,204,2,639.5,Bronze,Inactive,Medium,Low
15649,336,2,816.0,Bronze,Inactive,Medium,Low
15651,37,3,646.3,Silver,Warm,Medium,Medium
15652,91,1,337.74,Silver,Cool,Low,Low
15653,93,2,877.4399999999999,Silver,Cool,Medium,Low
15654,9,2,922.53,Silver,Active,Medium,Low
15655,243,1,560.67,Bronze,Inactive,Medium,Low
15656,45,4,748.5,Silver,Warm,Medium,Medium
15657,23,1,30.0,Silver,Active,Low,Low
15658,190,5,1024.1000000000001,Bronze,Inactive,Medium,Medium
15659,44,1,306.45,Silver,Warm,Low,Low
15660,25,9,1600.86,Silver,Active,High,High
15661,317,2,309.8,Bronze,Inactive,Low,Low
15663,106,1,138.14,Silver,Cool,Low,Low
15664,51,1,386.43,Silver,Warm,Low,Low
15665,168,2,2222.21,Bronze,Cool,High,Low
15667,40,1,301.32,Silver,Warm,Low,Low
15668,218,1,76.32000000000001,Bronze,Inactive,Low,Low
15669,40,4,684.34,Silver,Warm,Medium,Medium
15670,297,1,173.05,Bronze,Inactive,Low,Low
15671,19,7,2657.13,Silver,Active,High,High
15673,88,4,2726.23,Silver,Warm,High,Medium
15674,73,5,2446.6,Silver,Warm,High,Medium
15675,81,3,323.69,Silver,Warm,Low,Medium
15676,19,3,3435.76,Silver,Active,High,Medium
15677,49,1,657.23,Silver,Warm,Medium,Low
15678,53,1,352.7,Silver,Warm,Low,Low
15679,24,4,781.28,Silver,Active,Medium,Medium
15680,9,3,1333.68,Silver,Active,High,Medium
15681,25,5,1426.16,Silver,Active,High,Medium
15683,117,1,193.75,Silver,Cool,Low,Low
15687,9,9,2993.1,Silver,Active,High,High
15689,120,2,254.1,Silver,Cool,Low,Low
15690,4,2,239.76,Silver,Active,Low,Low
15691,252,1,136.8,Bronze,Inactive,Low,Low
15692,28,1,191.04,Silver,Active,Low,Low
15694,1,14,6479.4,Gold,Active,High,High
15695,267,2,409.98,Bronze,Inactive,Medium,Low
15696,33,8,2711.11,Silver,Warm,High,High
15699,18,1,309.65,Silver,Active,Low,Low
15700,172,2,696.68,Bronze,Cool,Medium,Low
15701,2,4,1529.0,Silver,Active,High,Medium
15703,265,1,211.5,Bronze,Inactive,Low,Low
15704,140,4,2293.62,Silver,Cool,High,Medium
15705,201,1,143.1,Bronze,Inactive,Low,Low
15706,64,4,1060.56,Silver,Warm,Medium,Medium
15707,35,4,916.98,Silver,Warm,Medium,Medium
15708,41,7,3235.25,Silver,Warm,High,High
15709,284,1,133.25,Bronze,Inactive,Low,Low
15712,9,5,1072.3600000000001,Silver,Active,Medium,Medium
15713,143,2,356.7,Silver,Cool,Low,Low
15714,12,2,330.03000000000003,Silver,Active,Low,Low
15716,146,4,1101.1100000000001,Silver,Cool,Medium,Medium
15717,234,1,150.3,Bronze,Inactive,Low,Low
15719,33,13,5030.07,Silver,Warm,High,High
15720,24,1,598.73,Silver,Active,Medium,Low
15721,12,1,471.40000000000003,Silver,Active,Medium,Low
15722,36,5,2211.21,Silver,Warm,High,Medium
15723,365,1,190.7,Bronze,Inactive,Low,Low
15724,201,2,218.25,Bronze,Inactive,Low,Low
15725,15,1,415.25,Silver,Active,Medium,Low
15727,17,7,5159.06,Silver,Active,High,High
15729,213,1,85.0,Bronze,Inactive,Low,Low
15730,66,3,1120.88,Silver,Warm,Medium,Medium
15732,212,2,294.12,Bronze,Inactive,Low,Low
15733,283,1,162.3,Bronze,Inactive,Low,Low
15734,115,2,1339.45,Silver,Cool,High,Low
15737,15,8,1188.1200000000001,Silver,Active,Medium,High
15738,19,16,4812.42,Gold,Active,High,High
15739,66,1,449.12,Silver,Warm,Medium,Low
15740,49,1,154.88,Silver,Warm,Low,Low
15743,16,4,775.96,Silver,Active,Medium,Medium
15744,78,1,34.8,Silver,Warm,Low,Low
15745,19,4,1094.59,Silver,Active,Medium,Medium
15746,134,1,196.88,Silver,Cool,Low,Low
15747,13,3,946.64,Silver,Active,Medium,Medium
15748,40,1,144.36,Silver,Warm,Low,Low
15749,235,3,44534.3,Gold,Inactive,High,Medium
15750,3,8,2463.05,Silver,Active,High,High
15752,40,7,2626.6,Silver,Warm,High,High
15753,305,1,79.2,Bronze,Inactive,Low,Low
15754,51,3,458.57,Silver,Warm,Medium,Medium
15755,10,6,2364.25,Silver,Active,High,High
15756,61,4,528.01,Silver,Warm,Medium,Medium
15757,66,2,714.42,Silver,Warm,Medium,Low
15758,25,1,205.25,Silver,Active,Low,Low
15759,218,3,253.04,Bronze,Inactive,Low,Medium
15762,65,2,583.75,Silver,Warm,Medium,Low
15763,32,2,1086.92,Silver,Warm,Medium,Low
15764,88,6,3279.97,Silver,Warm,High,High
15766,64,1,315.06,Silver,Warm,Low,Low
15768,116,3,621.8299999999999,Silver,Cool,Medium,Medium
15769,7,26,56252.72,Gold,Active,High,High
15773,6,1,635.6800000000001,Silver,Active,Medium,Low
15774,69,1,270.8,Silver,Warm,Low,Low
15775,245,1,104.9,Bronze,Inactive,Low,Low
15776,133,1,241.62,Silver,Cool,Low,Low
15777,241,4,1047.11,Bronze,Inactive,Medium,Medium
15780,184,3,475.28000000000003,Bronze,Inactive,Medium,Medium
15781,25,3,345.46,Silver,Active,Low,Medium
15782,10,3,2614.7400000000002,Silver,Active,High,Medium
15783,11,1,246.3,Silver,Active,Low,Low
15785,33,5,2328.9700000000003,Silver,Warm,High,Medium
15786,46,3,4919.0,Silver,Warm,High,Medium
15787,26,3,933.26,Silver,Active,Medium,Medium
15789,358,1,351.3,Bronze,Inactive,Low,Low
15790,10,1,218.75,Silver,Active,Low,Low
15791,44,2,1612.69,Silver,Warm,High,Low
15793,15,3,965.61,Silver,Active,Medium,Medium
15795,150,1,610.01,Bronze,Cool,Medium,Low
15796,1,8,2708.61,Silver,Active,High,High
15797,113,4,2207.4,Silver,Cool,High,Medium
15799,76,3,884.14,Silver,Warm,Medium,Medium
15800,107,2,696.89,Silver,Cool,Medium,Low
15801,46,3,1063.95,Silver,Warm,Medium,Medium
15802,143,1,451.42,Bronze,Cool,Medium,Low
15803,51,1,415.82000000000005,Silver,Warm,Medium,Low
15804,1,13,4206.39,Silver,Active,High,High
15805,23,17,5488.18,Gold,Active,High,High
15806,46,3,784.58,Silver,Warm,Medium,Medium
15807,50,3,903.9,Silver,Warm,Medium,Medium
15808,306,4,3651.27,Bronze,Inactive,High,Medium
15809,36,5,515.77,Silver,Warm,Medium,Medium
15810,79,4,1391.98,Silver,Warm,High,Medium
15811,22,6,2218.62,Silver,Active,High,High
15812,107,5,1801.14,Silver,Cool,High,Medium
15813,208,2,1303.9099999999999,Bronze,Inactive,High,Low
15814,17,4,1945.33,Silver,Active,High,Medium
15815,64,5,2100.6,Silver,Warm,High,Medium
15819,49,4,1905.45,Silver,Warm,High,Medium
15820,320,1,206.98,Bronze,Inactive,Low,Low
15821,44,2,570.96,Silver,Warm,Medium,Low
15822,3,2,885.47,Silver,Active,Medium,Low
15823,372,1,15.0,Bronze,Inactive,Low,Low
15825,172,1,532.94,Bronze,Cool,Medium,Low
15826,56,3,1654.31,Silver,Warm,High,Medium
15827,73,14,1836.0900000000001,Silver,Warm,High,High
15829,99,2,636.14,Silver,Cool,Medium,Low
15830,38,1,576.0,Silver,Warm,Medium,Low
15831,58,3,794.64,Silver,Warm,Medium,Medium
15832,254,1,836.79,Bronze,Inactive,Medium,Low
15834,70,4,2225.15,Silver,Warm,High,Medium
15835,44,4,954.09,Silver,Warm,Medium,Medium
15836,50,1,137.37,Silver,Warm,Low,Low
15837,65,1,391.98,Silver,Warm,Medium,Low
15838,11,19,33643.08,Gold,Active,High,High
15839,33,3,1048.49,Silver,Warm,Medium,Medium
15840,59,2,355.56,Silver,Warm,Low,Low
15841,73,4,1224.06,Silver,Warm,High,Medium
15843,304,1,118.95000000000002,Bronze,Inactive,Low,Low
15844,46,1,130.73999999999998,Silver,Warm,Low,Low
15845,18,8,3711.77,Silver,Active,High,High
15847,38,2,389.27,Silver,Warm,Medium,Low
15850,19,2,234.88,Silver,Active,Low,Low
15852,187,2,160.71,Bronze,Inactive,Low,Low
15853,52,1,110.8,Silver,Warm,Low,Low
15854,4,12,2969.12,Silver,Active,High,High
15855,137,5,712.24,Silver,Cool,Medium,Medium
15856,4,27,16143.64,Gold,Active,High,High
15857,19,1,297.0,Silver,Active,Low,Low
15858,16,5,1427.57,Silver,Active,High,Medium
15860,41,8,965.16,Silver,Warm,Medium,High
15861,12,8,3146.92,Silver,Active,High,High
15862,8,4,832.88,Silver,Active,Medium,Medium
15863,26,2,68.84,Silver,Active,Low,Low
15864,22,6,1936.3200000000002,Silver,Active,High,High
15865,41,3,895.13,Silver,Warm,Medium,Medium
15866,101,1,211.89,Silver,Cool,Low,Low
15867,5,15,3810.14,Gold,Active,High,High
15869,277,2,149.64,Bronze,Inactive,Low,Low
15870,33,1,351.44,Silver,Warm,Low,Low
15872,15,2,316.25,Silver,Active,Low,Low
15874,64,7,4405.88,Silver,Warm,High,High
15877,2,2,490.33,Silver,Active,Medium,Low
15880,369,1,329.03000000000003,Bronze,Inactive,Low,Low
15881,312,5,501.39000000000004,Bronze,Inactive,Medium,Medium
15882,199,4,516.36,Bronze,Inactive,Medium,Medium
15883,2,2,396.48,Silver,Active,Medium,Low
15885,93,3,379.35,Silver,Cool,Low,Medium
15886,60,1,181.09,Silver,Warm,Low,Low
15888,81,1,168.31,Silver,Warm,Low,Low
15889,157,2,420.07,Bronze,Cool,Medium,Low
15891,227,1,511.68,Bronze,Inactive,Medium,Low
15894,253,2,258.25,Bronze,Inactive,Low,Low
15895,150,1,179.17,Bronze,Cool,Low,Low
15897,194,2,208.59,Bronze,Inactive,Low,Low
15898,1,5,1383.83,Silver,Active,High,Medium
15899,369,1,56.25,Bronze,Inactive,Low,Low
15900,24,1,337.28,Silver,Active,Low,Low
15901,17,3,351.73,Silver,Active,Low,Medium
15903,10,7,5126.76,Silver,Active,High,High
15904,8,1,164.68,Silver,Active,Low,Low
15906,20,7,1567.69,Silver,Active,High,High
15907,4,3,882.72,Silver,Active,Medium,Medium
15909,174,1,191.94,Bronze,Cool,Low,Low
15910,1,8,1228.88,Silver,Active,High,High
15912,178,2,264.62,Bronze,Cool,Low,Low
15916,16,8,1502.8600000000001,Silver,Active,High,High
15917,248,1,123.1,Bronze,Inactive,Low,Low
15918,191,2,334.23,Bronze,Inactive,Low,Low
15919,20,2,525.69,Silver,Active,Medium,Low
15920,154,4,167.5,Bronze,Cool,Low,Medium
15921,173,1,323.03000000000003,Bronze,Cool,Low,Low
15922,373,1,369.5,Bronze,Inactive,Low,Low
15923,373,1,127.08,Bronze,Inactive,Low,Low
15925,194,1,207.15,Bronze,Inactive,Low,Low
15930,67,1,426.63,Silver,Warm,Medium,Low
15932,4,8,2495.87,Silver,Active,High,High
15933,21,3,1107.46,Silver,Active,Medium,Medium
15935,239,2,416.86,Bronze,Inactive,Medium,Low
15937,64,1,145.35,Silver,Warm,Low,Low
15938,112,5,404.58,Silver,Cool,Medium,Medium
15939,90,15,6115.01,Gold,Cool,High,High
15940,311,1,35.8,Bronze,Inactive,Low,Low
15942,134,1,337.44,Silver,Cool,Low,Low
15944,277,1,325.1,Bronze,Inactive,Low,Low
15945,365,1,181.0,Bronze,Inactive,Low,Low
15947,83,1,1708.24,Silver,Warm,High,Low
15948,8,2,955.24,Silver,Active,Medium,Low
15949,17,2,364.72,Silver,Active,Low,Low
15950,32,4,1744.71,Silver,Warm,High,Medium
15951,9,2,708.22,Silver,Active,Medium,Low
15952,34,4,781.91,Silver,Warm,Medium,Medium
15953,15,8,1657.28,Silver,Active,High,High
15955,24,14,4416.26,Silver,Active,High,High
15957,32,1,428.89,Silver,Warm,Medium,Low
15958,74,1,104.35,Silver,Warm,Low,Low
15963,20,2,470.76,Silver,Active,Medium,Low
15965,17,4,808.87,Silver,Active,Medium,Medium
15967,23,2,397.68,Silver,Active,Medium,Low
15969,3,3,666.1,Silver,Active,Medium,Medium
15970,304,1,314.1,Bronze,Inactive,Low,Low
15971,18,12,4199.85,Silver,Active,High,High
15973,367,1,307.82000000000005,Bronze,Inactive,Low,Low
15974,39,7,3442.15,Silver,Warm,High,High
15975,84,1,371.01,Silver,Warm,Low,Low
15976,165,2,427.64,Bronze,Cool,Medium,Low
15977,17,2,1054.73,Silver,Active,Medium,Low
15978,77,1,1098.78,Silver,Warm,Medium,Low
15980,89,3,2398.86,Silver,Warm,High,Medium
15981,25,8,3408.48,Silver,Active,High,High
15983,22,4,1465.12,Silver,Active,High,Medium
15984,3,10,2780.63,Silver,Active,High,High
15985,123,2,1142.42,Silver,Cool,Medium,Low
15986,30,1,168.12,Silver,Warm,Low,Low
15987,12,7,1432.77,Silver,Active,High,High
15988,19,1,156.78,Silver,Active,Low,Low
15990,44,2,792.11,Silver,Warm,Medium,Low
15992,4,1,41.989999999999995,Silver,Active,Low,Low
15993,9,7,2777.67,Silver,Active,High,High
15994,55,1,414.27,Silver,Warm,Medium,Low
15996,88,6,1032.58,Silver,Warm,Medium,High
15998,37,5,3080.22,Silver,Warm,High,Medium
16000,3,3,12393.7,Silver,Active,High,Medium
16003,30,5,2735.37,Silver,Warm,High,Medium
16005,12,4,578.71,Silver,Active,Medium,Medium
16006,211,1,101.4,Bronze,Inactive,Low,Low
16007,48,4,1693.81,Silver,Warm,High,Medium
16008,24,3,478.78,Silver,Active,Medium,Medium
16009,22,4,972.11,Silver,Active,Medium,Medium
16010,246,3,392.4,Bronze,Inactive,Medium,Medium
16011,8,16,3352.96,Gold,Active,High,High
16012,35,3,1415.29,Silver,Warm,High,Medium
16013,4,47,37130.6,Gold,Active,High,High
16014,38,3,646.83,Silver,Warm,Medium,Medium
16015,4,3,704.55,Silver,Active,Medium,Medium
16016,3,8,1465.51,Silver,Active,High,High
16017,47,1,211.88,Silver,Warm,Low,Low
16018,39,2,408.90000000000003,Silver,Warm,Medium,Low
16019,47,9,3786.2400000000002,Silver,Warm,High,High
16020,17,3,851.01,Silver,Active,Medium,Medium
16022,260,1,602.63,Bronze,Inactive,Medium,Low
16023,46,3,719.81,Silver,Warm,Medium,Medium
16024,12,1,251.03,Silver,Active,Low,Low
16025,30,1,439.65999999999997,Silver,Warm,Medium,Low
16026,43,1,236.09,Silver,Warm,Low,Low
16027,92,6,934.62,Silver,Cool,Medium,High
16029,39,63,80850.84,Platinum,Warm,High,High
16030,310,1,331.24,Bronze,Inactive,Low,Low
16031,92,2,547.9,Silver,Cool,Medium,Low
16033,6,20,8778.82,Gold,Active,High,High
16034,196,3,437.7,Bronze,Inactive,Medium,Medium
16036,87,2,758.92,Silver,Warm,Medium,Low
16037,270,3,855.02,Bronze,Inactive,Medium,Medium
16038,8,3,471.78000000000003,Silver,Active,Medium,Medium
16040,65,3,1313.55,Silver,Warm,High,Medium
16041,31,3,3166.4,Silver,Warm,High,Medium
16042,22,5,1177.47,Silver,Active,Medium,Medium
16043,38,4,773.99,Silver,Warm,Medium,Medium
16045,120,4,1340.7,Silver,Cool,High,Medium
16048,373,2,256.44,Bronze,Inactive,Low,Low
16049,40,3,1074.81,Silver,Warm,Medium,Medium
16050,174,1,137.9,Bronze,Cool,Low,Low
16052,54,1,362.06,Silver,Warm,Low,Low
